method,metric,mean,std,ci95_low,ci95_high,n_folds
random_allocation,slice_class_3_specificity,0.6920711679153774,0.18804169014722188,0.5969089428958804,0.7872333929348744,15
random_allocation,slice_class_1_precision,0.22710277946433852,0.07593725668146414,0.188673225347764,0.265532333580913,15
random_allocation,slice_class_1_recall,0.4075867244333987,0.23400963663587543,0.28916150882914027,0.5260119400376572,15
random_allocation,slice_class_1_f1,0.2731568493180417,0.10554211852084563,0.21974516798369625,0.3265685306523871,15
random_allocation,slice_class_1_support,141.6,48.59276842141373,117.00866624194612,166.19133375805387,15
random_allocation,slice_class_2_precision,0.43757292664673897,0.16893377333584458,0.35208064172315623,0.5230652115703217,15
random_allocation,slice_class_2_recall,0.27208446599423797,0.23764343921778017,0.15182029255725146,0.39234863943122444,15
random_allocation,slice_class_2_f1,0.272437774293717,0.16956678838614103,0.1866251395551019,0.35825040903233213,15
random_allocation,slice_class_2_support,285.2,96.821042577088,236.2017920327692,334.1982079672308,15
random_allocation,slice_class_3_precision,0.31264672086249745,0.09636464804853767,0.2638794803939611,0.3614139613310338,15
random_allocation,slice_class_3_recall,0.32042146366962726,0.21962762746911427,0.2092745489117836,0.4315683784274709,15
random_allocation,slice_class_3_f1,0.2682937119328145,0.14243867329870377,0.19620979761935803,0.34037762624627094,15
random_allocation,slice_class_3_support,186.0,37.981198356179185,166.77886163620894,205.22113836379106,15
